B997-585;1
L224-585-60;1
D268-585-B-L032-45;10
D266-585-B-L032-45;10
D267-585-B-L032-45;10
D122-585-B-L032-42;10
D264-585-B-L032-45;10
D260-585-B-L032-45;10
D265-585-B-L032-45;10
D122-333-B0.02;10
D122-585-B0.02;10
D260-585-B0.08;10
D264-585-B0.0145;10
D264-B585-B0.0145;10
D265-585-B0.05;10
D265-B585-B0.05;10
D266-585-B0.03;10
D266-B585-B0.03;10
D267-585-B0.02;10
D267-B585-B0.02;10
D268-585-B0.09;10
D268-B585-B0.09;10
US015;50
A032;0
A033;100
ZO-502-B585-B0.01;10
ZO-502-585-B0.01;10
ZO-503-B585-B0.04;10
ZO-503-585-B0.04;10
NB001-B585-B0.16;10
BB001-B585-B1.11;10
BB002-B585-B2.16;10
BB003-B585-B2.23;10
KB001-B585-B0.80;10
NB003-B585-B6.90;10
NB004-B585-B4.56;10
NB005-B585-B3.38;10
BB015-B585-B0.82;10
BB015-B585-B0.93;10
NB002-B585-B0.29;10
NB003-B585-B0.20;10
NB003-B585-B0.26;10
BB016-B585-B1.66;10
BB016-B585-B1.84;10
BB017-585-CB2.40;10
BB018-B585-B1.98;10
BB018-B585-B1.77;10
BB007-585-B0.04;10
BB006-B585-B0.08;10
BB006-585-B0.08;10
BB005-B585-B0.035;10
BB005-585-B0.035;10
BB004-B585-B0.08;10
BB004-585-B0.08;10
BB008-585-B0.08;10
BB008-B585-B0.08;10
BB009-585-B0.04;10
BB009-B585-B0.04;10
BB010-585-B0.30;10
BB010-B585-B0.30;10
BB011-585-B0.08;10
BB011-B585-B0.08;10
BB012-585-B0.10;10
BB012-B585-B0.10;10
BB013-585-B0.21;10
BB013-B585-B0.21;10
BB014-585-B0.08;10
BB014-B585-B0.08;10
BB019-585-B1.07;10
BB019-B585-B1.07;10
BB019-B585-B1.20;10
BB020-585-CB0.45;10
BB020-B585-B0.45;10
BB020-B585-B0.50;10
BB020-B585-CB0.45;10
BB020-B585-CB0.50;10
BB007-B585-B0.04;10
A052G;20
A037G;20
B802-585;2
B803-585;2
B804-585;0
B806-585;0
B807-585;2
B808-585;2
B809-585;0
B810-585;0
B811-585;2
B970-585;1
O001-333;10
O001-585;10
O001-B585;10
O002-333;10
O002-585;10
O002-B585;10
O003-333;10
O003-585;10
O003-B585;10
O004-333;10
O004-585;10
O004-B585;10
O005-585;10
O006-585;10
O007-585;10
O008-585;10
O009-585;10
O010-585;10
O011-585;10
O012-585;10
O013-585;10
O014-585;10
O015-585;10
O016-585;10
O017-585;10
O018-585;10
O019-585;10
O020-585;10
O021-585;10
O022-585;10
O023-585;10
O024-585;10
O025-585;10
O026-585;10
O027-585;10
O028-585;10
O029-585;10
O030-585;10
O031-585;10
O032-585-30;10
O032-585-33;10
O032-585-34;10
O032-585-40;10
O032-585-44;10
O032-585-45;10
O032-585-50;10
O032-585-55;10
O032-585-56;10
O032-585-66;10
O032-B585-30;10
O032-B585-33;10
O032-B585-34;10
O032-B585-40;10
O032-B585-44;10
O032-B585-45;10
O032-B585-50;10
O032-B585-55;10
O032-B585-56;10
O032-B585-66;10
O033-585-30;10
O033-585-33;10
O033-585-34;10
O033-585-40;10
O033-585-44;10
O033-585-45;10
O033-585-50;10
O033-585-55;10
O033-585-56;10
O033-585-66;10
O033-B585-30;10
O033-B585-33;10
O033-B585-34;10
O033-B585-40;10
O033-B585-44;10
O033-B585-45;10
O033-B585-50;10
O033-B585-55;10
O033-B585-56;10
O033-B585-66;10
O034-585-30;10
O034-585-33;10
O034-585-34;10
O034-585-40;10
O034-585-44;10
O034-585-45;10
O034-585-50;10
O034-585-55;10
O034-585-56;10
O034-585-66;10
O034-B585-30;10
O034-B585-33;10
O034-B585-34;10
O034-B585-40;10
O034-B585-44;10
O034-B585-45;10
O034-B585-50;10
O034-B585-55;10
O034-B585-56;10
O034-B585-66;10
O035-585-30;10
O035-585-33;10
O035-585-34;10
O035-585-40;10
O035-585-44;10
O035-585-45;10
O035-585-50;10
O035-585-55;10
O035-585-56;10
O035-585-66;10
O035-B585-30;10
O035-B585-33;10
O035-B585-34;10
O035-B585-40;10
O035-B585-44;10
O035-B585-45;10
O035-B585-50;10
O035-B585-55;10
O035-B585-56;10
O035-B585-66;10
O036-585;10
O037-585;10
O038-585;10
O039-585;10
O040-585;10
O041-585;10
O042-585;10
O043-585;10
O044-585;10
O045-585;10
O046-585-B;10
O046-585-C;10
O051-585;10
O052-585;10
O053-585;10
O054-585;10
O055-585;10
O056-585;10
CL001-333-C;10
CL002-333-C;10
CL003-333-C;10
CL004-333-C;10
CL005-333-C;10
CL006-333-C;10
CL007-333-C;10
CL008-333-C;10
CL009-333-C;10
CL010-333-C;10
EP001-585;10
EP002-585;10
EP003-585;10
EP004-585;10
EP005-585;10
EP006-333;10
EP006-333-C;10
EP006-333-G;10
EP006-333-R;10
EP007-333;10
EP008-333;10
EP008-333-BCZ;10
EP008-333-CB;10
EP008-333-CZB;10
EP008-333-GB;10
EP009-333;10
EP010-333;10
EP011-333;10
EP012-333;10
EP013-333;10
EP013-333-C;10
EP013-333-CZ;10
EP013-333-G;10
EP014-333;10
EP015-333;10
EP016-333-B;10
EP016-333-C;10
EP016-333-G;10
EP017-333;0
EP018-333;10
EP019-333;10
EP020-333;10
EP021-333;10
EP022-333;10
EP023-333;10
EP024-333;10
EP025-333;10
EP026-333;10
EP027-333;10
EP028-333;10
EP029-333;10
EP030-333;10
EP031-333;10
EP032-333;10
EP033-333;10
EP034-333;10
EP035-333;10
EP036-333;10
EP037-333;10
EP038-333;10
EP039-333;10
EP039-333-B;10
EP040-333-CZ;10
EP041-333;10
EP041-333-B;10
EP042-333;10
EP043-333;10
EP044-333;10
EP045-333;10
EP046-333;10
EP047-333;10
EP048-333;10
EP049-333;10
EP050-333;10
EP051-333;10
EP052-333;10
EP053-333;10
EP054-333;10
EP055-333;10
EP056-333;10
EP057-333;10
EP058-333;10
EP058-333-G;10
EP058-333-R;10
EP059-333;10
EP060-333;10
EP061-333;10
EP062-333-B;10
EP063-333-B;10
EP064-333;10
EP065-333;10
EP066-333;10
EP067-333;10
EP068-333;10
EP069-333;10
EP070-333;10
EP071-333;10
EP072-333;10
EP073-333;10
EP074-333;10
EP075-333;10
EP076-333;10
EP077-333;10
EP078-333;10
EP079-333;10
EP080-333;10
EP080-333-G;10
EP080-333-N;10
EP081-333;10
EP082-333;10
EP083-333;10
EP084-333;10
EP085-333;10
EP086-333;10
EP087-333;10
EP088-333;10
EP089-333;10
EP090-333;10
EP091-333;10
EP092-333;10
EP093-333;10
EP094-333;10
EP095-333;10
EP096-333;10
EP097-333;10
EP098-333;10
EP099-333;10
EP100-333;10
EP101-333;10
EP102-333;10
EP103-333;10
EP104-333;10
EP105-333;10
EP106-333;10
EP107-333;10
EP108-333;10
EP109-333;10
EP110-333;10
EP111-333;10
EP112-333;10
EP113-333;10
EP058-333-C;10
EP080-585;10
EP105-333-C;10
EP105-333-G;10
EP114-333;10
EP115-333;10
EP116-333;10
EP117-333;10
EP118-333;10
EP119-333;10
EP120-333;10
EP121-333;10
EP122-333;10
EP123-333;10
EP124-333;10
EP125-333;10
EP126-333;10
EP127-333;10
P001-585-B0.04;10
P001-B585-B0.04;10
P002-585-B0.01;10
P002-B585-B0.01;10
P003-585-B0.04;10
P003-B585-B0.04;10
P004-585-B0.30;10
P004-585-S0.48;10
P004-B585-B0.30;10
P004-B585-S0.48;10
P005-585-B0.06;10
P005-B585-B0.06;10
P006-585-B0.025;10
P006-B585-B0.025;10
P007-585-B0.005;10
P007-B585-B0.005;10
P008-585-B0.04;10
P008-B585-B0.04;10
P009-585-B0.035;10
P009-B585-B0.035;10
P009-R585-B0.035;10
P010-585-B0.04;10
P010-B585-B0.04;10
P010-R585-B0.04;10
P011-585-B0.03;10
P011-B585-B0.03;10
P012-585-B0.085;0
P012-B585-B0.085;0
P013-585-B0.135;0
P013-B585-B0.135;0
P014-585-B0.075;0
P014-B585-B0.075;0
P015-585-B0.10;10
P015-B585-B0.10;10
P016-585-B0.02;10
P016-B585-B0.02;10
P017-585-B0.035;10
P017-585-CB0.035;10
P017-B585-B0.035;10
P017-B585-CB0.035;10
P017-R585-B0.035;10
P017-333-C;10
P018-585-B0.035;10
P018-B585-B0.035;10
P018-R585-B0.035;10
P019-585-B0.015;10
P019-B585-B0.015;10
P020-333;10
P020-585;10
P021-333-C;10
P021-585-B0.04;10
P021-B585-B0.04;10
P022-333;10
P022-585;10
P023-585-T0.70;10
P023-B585-T0.70;10
P024-585;10
P025-585;10
P026-585-B0.08;10
P026-B585-B0.08;10
P027-585-B0.10;10
P027-B585-B0.10;10
P028-333;10
P028-585;10
P029-585;10
P030-333;10
P031-333;10
P032-333;10
P033-333;10
P034-333;10
P035-333;10
P036-333;10
P037-333-B;10
P037-333-C;10
P037-333-CZ;10
P037-333-N;10
P038-585-A0.50;10
P038-585-BS0.60;10
P038-585-CB0.50;10
P038-585-R0.50;10
P038-585-S0.50;10
P038-585-T0.50;10
P038-B585-A0.50;10
P038-B585-BS0.60;10
P038-B585-CB0.50;10
P038-B585-R0.50;10
P038-B585-S0.50;10
P038-B585-T0.50;10
P038-R585-A0.50;10
P038-R585-BS0.60;10
P038-R585-CB0.50;10
P038-R585-R0.50;10
P038-R585-S0.50;10
P038-R585-T0.50;10
P039-585-B0.15;10
P039-585-S0.30;10
P039-B585-B0.15;10
P039-B585-S0.30;10
P040-585-B0.10;10
P040-585-CB0.12;10
P040-585-R0.15;10
P040-585-S0.15;10
P040-B585-B0.10;10
P040-B585-CB0.12;10
P040-B585-R0.15;10
P040-B585-S0.15;10
P041-585-B0.10;10
P041-585-CB0.12;10
P041-585-R0.15;10
P041-585-S0.15;10
P041-B585-B0.10;10
P041-B585-CB0.12;10
P041-B585-R0.15;10
P041-B585-S0.15;10
P042-585-B0.11;10
P042-585-CB0.11;10
P042-B585-B0.11;10
P042-B585-CB0.11;10
P043-585-B0.12;10
P043-B585-B0.12;10
P044-585-B0.09;10
P044-585-CB0.09;10
P044-B585-B0.09;10
P044-B585-CB0.09;10
P045-585-B0.04;10
P045-585-CB0.04;10
P045-B585-CB0.04;10
P045-B585-B0.04 ;10
P045-585-B0.04 ;10
P046-585-B0.08;10
P046-585-CB0.08;10
P046-B585-B0.08;10
P046-B585-CB0.08;10
P047-585-B0.09;10
P047-585-CB0.09;10
P047-B585-B0.09;10
P047-B585-CB0.09;10
P048-585-B0.025;10
P048-585-CB0.025;10
P048-B585-B0.025;10
P048-B585-CB0.025;10
P049-585-B0.015;10
P049-585-CB0.015;10
P049-B585-B0.015;10
P049-B585-CB0.015;10
P050-585-B0.10;10
P050-585-B0.18;10
P050-585-CB0.12;10
P050-585-R0.15;10
P050-585-R0.15CB;10
P050-585-S0.15;10
P050-585-S0.15CB;10
P050-B585-B0.10;10
P050-B585-B0.18;10
P050-B585-CB0.12;10
P050-B585-R0.15;10
P050-B585-R0.15CB;10
P050-B585-S0.15;10
P050-B585-S0.15CB;10
P051-585-B0.20;10
P051-B585-B0.20;10
P052-585-B0.40;10
P052-B585-B0.40;10
P053-585-BS0.60;10
P053-585-BS0.60CB;10
P053-B585-BS0.60;10
P053-B585-BS0.60CB;10
P054-585-A0.50B;10
P054-585-A0.50CB;10
P054-585-A0.50S;10
P054-585-BS0.60B;10
P054-585-BS0.60CB;10
P054-585-BS0.60NB;10
P054-585-BS0.60R;10
P054-585-BS0.60S;10
P054-585-BS0.60TA;10
P054-585-C0.50B;10
P054-585-C0.50NB;10
P054-585-CB0.50B;10
P054-585-CB0.50CB;10
P054-585-CB0.50NB;10
P054-585-CB0.50R;10
P054-585-CB0.50S;10
P054-585-CB0.50TA;10
P054-585-G0.60B;10
P054-585-G0.60CB;10
P054-585-G0.60R;10
P054-585-O0.60B;10
P054-585-O0.60NB;10
P054-585-T0.50B;10
P054-585-T0.50S;10
P054-585-T0.50TA;10
P054-B585-A0.50B;10
P054-B585-A0.50CB;10
P054-B585-A0.50S;10
P054-B585-BS0.60B;10
P054-B585-BS0.60CB;10
P054-B585-BS0.60NB;10
P054-B585-BS0.60R;10
P054-B585-BS0.60S;10
P054-B585-BS0.60TA;10
P054-B585-C0.50B;10
P054-B585-C0.50NB;10
P054-B585-CB0.50B;10
P054-B585-CB0.50CB;10
P054-B585-CB0.50NB;10
P054-B585-CB0.50R;10
P054-B585-CB0.50S;10
P054-B585-CB0.50TA;10
P054-B585-G0.60B;10
P054-B585-G0.60CB;10
P054-B585-G0.60R;10
P054-B585-O0.60B;10
P054-B585-O0.60NB;10
P054-B585-T0.50B;10
P054-B585-T0.50S;10
P054-B585-T0.50TA;10
P054-R585-A0.50B;10
P054-R585-A0.50CB;10
P054-R585-A0.50S;10
P054-R585-BS0.60B;10
P054-R585-BS0.60CB;10
P054-R585-BS0.60NB;10
P054-R585-BS0.60R;10
P054-R585-BS0.60S;10
P054-R585-BS0.60TA;10
P054-R585-C0.50B;10
P054-R585-C0.50NB;10
P054-R585-CB0.50B;10
P054-R585-CB0.50CB;10
P054-R585-CB0.50NB;10
P054-R585-CB0.50R;10
P054-R585-CB0.50S;10
P054-R585-CB0.50TA;10
P054-R585-G0.60B;10
P054-R585-G0.60CB;10
P054-R585-G0.60R;10
P054-R585-O0.60B;10
P054-R585-O0.60NB;10
P054-R585-T0.50B;10
P054-R585-T0.50S;10
P054-R585-T0.50TA;10
P055-585-B0.11;10
P055-B585-B0.11;10
P056-585-B0.03;10
P056-B585-B0.03;10
P057-585-CB0.07;10
P057-B585-CB0.07;10
P058-585-B0.04;10
P058-B585-B0.04;10
P059-585-B0.11;10
P059-585-CB0.02;10
P059-585-S0.05;10
P059-B585-B0.11;10
P059-B585-CB0.02;10
P059-B585-S0.05;10
P060-585-B0.15;10
P060-585-CB0.02;10
P060-585-S0.05;10
P060-B585-B0.15;10
P060-B585-CB0.02;10
P060-B585-S0.05;10
P061-585-B0.15;10
P061-585-B0.20;10
P061-585-B0.25;10
P061-B585-B0.15;10
P061-B585-B0.20;10
P061-B585-B0.25;10
P062-585-B;10
P062-585-BCZ;10
P062-585-BN;10
P062-585-C;10
P062-585-CB;10
P062-585-CN;10
P062-585-CR;10
P062-585-CZ;10
P062-585-CZB;10
P062-585-FB;10
P062-585-R;10
P062-585-RB;10
P064-333;10
P065-333;10
P066-333;10
P067-333;10
P068-333;10
P069-333;10
D335-585-09;10
D336-585-12;10
D337-585-12;10
D335-585-12;10
D335-585-21;10
D336-585-15;10
D336-585-18;10
D337-585-15;10
D337-585-18;0
D337-585-21;10
P070-585-BS0.60;10
P070-585-BS0.60CB;10
P070-585-CB0.50;10
P070-585-CB0.50CB;10
P070-585-G0.60;10
P070-B585-BS0.60;10
P070-B585-BS0.60CB;10
P070-B585-CB0.50;10
P070-B585-CB0.50CB;10
P070-B585-G0.60;10
P071-585-CB0.02;10
P071-B585-CB0.02;10
P072-585-RS0.45 ;10
P072-B585-RS0.45 ;10
P073-585-CB0.02;10
P073-B585-CB0.02;10
P074-585-CB0.50;10
P074-B585-CB0.50;10
P075-585-B0.08CB;10
P075-585-CB0.08;10
P075-B585-B0.08CB;10
P075-B585-CB0.08;10
P076-585-RS0.04 ;10
P076-B585-RS0.04 ;10
P077-585-B0.04;10
P077-B585-B0.04;10
P078-585-B0.08 ;10
P078-B585-B0.08 ;10
P079-585-B0.04;10
P079-B585-B0.04;10
P080-585-RS0.45 ;10
P080-B585-RS0.45 ;10
P081-585-RS0.45 ;10
P081-B585-RS0.45 ;10
P082-585-RS0.45 ;10
P082-B585-RS0.45 ;10
P089-333-C;10
P090-333-C;10
P091-333-C;10
P062-333-C;10
P084-333-C;10
P085-333-C;10
P086-333-C;10
P087-333-C;10
P088-333-C;10
P089-333-C;10
P090-333-C;10
P091-333-C;10
P093-333;10
SAT001-585-B0.10;10
SAT001-B585-B0.10;10
SAT002-585-B0.155;10
SAT002-B585-B0.155;10
SAT003-585-B0.105;10
SAT003-B585-B0.105;10
SAT004-585-B0.105;10
SAT004-B585-B0.105;10
SAT005-585-B0.10;10
SAT005-B585-B0.10;10
SAT006-585-B0.10;10
SAT006-B585-B0.10;10
SAT007-585-B0.225;10
SAT007-B585-B0.225;10
SAT008-585-B0.28;10
SAT008-B585-B0.28;10
SAT009-585-B0.205;10
SAT009-B585-B0.205;10
SAT010-585-B0.205;10
SAT010-B585-B0.205;10
SAT011-585-B0.11;10
SAT011-B585-B0.11;10
SAT012-585-B0.105;10
SAT012-B585-B0.105;10
SAT013-585-B0.005;10
SAT013-B585-B0.005;10
SAT014-585-B0.025;10
SAT014-B585-B0.025;10
W001-585-B0.04;10
W001-585-B0.10;10
W001-B585-B0.04;10
W001-B585-B0.10;10
W002-585-A0.50;10
W002-585-C0.60;10
W002-585-R0.80;10
W002-585-T0.60;10
W002-B585-A0.50;10
W002-B585-C0.60;10
W002-B585-R0.80;10
W002-B585-T0.60;10
W003-585-T0.70;10
W003-B585-T0.70;10
W004-585-B0.40;10
W004-B585-B0.40;10
W005-585-R0.60;10
W005-585-T0.50;10
W005-585-TA0.40;10
W005-B585-R0.60;10
W005-B585-T0.50;10
W005-B585-TA0.40;10
W006-585-S0.30;10
W006-B585-S0.30;10
W007-585-B0.08;10
W007-B585-B0.08;10
W008-585-B0.08;10
W008-B585-B0.08;10
W009-585-B0.44;10
W009-B585-B0.44;10
W010-585-A0.50;10
W010-585-R0.60;10
W010-585-S0.50;10
W010-585-T0.50;10
W010-B585-A0.50;10
W010-B585-R0.60;10
W010-B585-S0.50;10
W010-B585-T0.50;10
W011-585-B0.26;10
W011-B585-B0.26;10
W012-585-R1.70;10
W012-585-T1.20;0
W012-B585-R1.70;10
W012-B585-T1.20;0
W013-585-B0.10;10
W013-B585-B0.10;10
W014-585-A0.50;10
W014-585-R0.60;10
W014-585-S0.50;10
W014-585-T0.50;10
W014-B585-A0.50;10
W014-B585-R0.60;10
W014-B585-S0.50;10
W014-B585-T0.50;10
W015-585-B0.25;10
W015-B585-B0.25;10
W016-585-B0.33;10
W016-B585-B0.33;10
W017-585-A0.50;10
W017-585-R0.60;10
W017-585-S0.50;10
W017-585-T0.50;10
W017-B585-A0.50;10
W017-B585-R0.60;10
W017-B585-S0.50;10
W017-B585-T0.50;10
W018-585-B0.20;10
W018-B585-B0.20;10
W019-585-R0.60;10
W019-585-S0.70;10
W019-585-T0.50;10
W019-585-TA0.40;10
W019-B585-R0.60;10
W019-B585-S0.70;10
W019-B585-T0.50;10
W019-B585-TA0.40;10
W020-585-B0.03;10
W020-B585-B0.03;10
W021-585-B0.10;10
W021-B585-B0.10;10
W022-585-B0.04;10
W022-B585-B0.04;10
W023-585-B0.84;10
W023-B585-B0.84;10
W025-585-B0.05;10
W025-B585-B0.05;10
W026-585-S0.70;10
W026-B585-S0.70;10
W027-585-B0.05;10
W027-B585-B0.05;10
W029-585-B0.05;10
W029-B585-B0.05;10
W030-585-B0.05;10
W030-585-B0.10;10
W030-B585-B0.05;10
W030-B585-B0.10;10
W031-585-R1.70;10
W031-585-T1.20;0
W031-B585-R1.70;10
W031-B585-T1.20;0
W033-585-B0.30;10
W033-B585-B0.30;10
W034-585-B0.13;10
W034-585-C;0
W034-B585-B0.13;10
W036-585-B0.10;10
W036-585-B0.23;10
W036-585-C;10
W036-B585-B0.10;10
W036-B585-B0.23;10
W037-585-R1.00;10
W037-585-S0.90;10
W037-585-SZ0.80;10
W037-585-T0.90;10
